,name,country,region,rating,rating_count,price,value_for_money,price_category
23460,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23463,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23464,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23465,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23466,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23467,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23480,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23481,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23483,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23484,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23487,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23488,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23489,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23490,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23491,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23504,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23505,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23507,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23508,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23511,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23512,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23513,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23514,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23515,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23528,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23529,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23531,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23532,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23535,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23536,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23537,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23538,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23539,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23552,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23553,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23555,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23556,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23559,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23560,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23561,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23562,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23563,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23576,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23577,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23579,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23580,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23583,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23584,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23585,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23586,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23587,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23600,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23601,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23603,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23604,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23607,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23608,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23609,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23610,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23611,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23624,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23625,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23627,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23628,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23631,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23632,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23633,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23634,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23635,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23648,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23649,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23651,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23652,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23655,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23656,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23657,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23658,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23659,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23672,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23673,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23675,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23676,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23679,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23680,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23681,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23682,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23683,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23696,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23697,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23699,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23700,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23703,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23704,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23705,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23706,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23707,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23720,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23721,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23723,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23724,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23727,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23728,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23729,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23730,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23731,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23744,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23745,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23747,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23748,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23751,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23752,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23753,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23754,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23755,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23768,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23769,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23771,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23772,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23775,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23776,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23777,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23778,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23779,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23792,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23793,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23795,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23796,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23799,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23800,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23801,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23802,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23803,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23816,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23817,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23819,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23820,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23823,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23824,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23825,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23826,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23827,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23840,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23841,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23843,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23844,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23847,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23848,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23849,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23850,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23851,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23864,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23865,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23867,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23868,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23871,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23872,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23873,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23874,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23875,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23888,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23889,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23891,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23892,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23895,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23896,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23897,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23898,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23899,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23912,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23913,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23915,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23916,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23919,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23920,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23921,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23922,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23923,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23936,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23937,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23939,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23940,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23943,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23944,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23945,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23946,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23947,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23960,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23961,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23963,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23964,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23967,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23968,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23969,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23970,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23971,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
23984,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
23985,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
23987,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
23988,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
23991,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
23992,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
23993,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
23994,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
23995,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
24008,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
24009,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
24011,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
24012,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
24015,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
24016,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
24017,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
24018,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
24019,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
24032,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
24033,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
24035,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
24036,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
24039,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
24040,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
24041,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
24042,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
24043,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
24056,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
24057,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
24059,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
24060,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
24063,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
24064,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
24065,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
24066,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
24067,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
24080,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
24081,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
24083,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
24084,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
24087,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
24088,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
24089,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
24090,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
24091,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
24104,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
24105,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
24107,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
24108,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
