,name,country,region,rating,rating_count,price,value_for_money,price_category
6619,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6632,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6633,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6635,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6636,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6639,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6640,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6641,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6642,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6643,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6656,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6657,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6659,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6660,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6663,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6664,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6665,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6666,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6667,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6680,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6681,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6683,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6684,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6687,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6688,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6689,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6690,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6691,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6704,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6705,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6707,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6708,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6711,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6712,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6713,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6714,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6715,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6728,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6729,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6731,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6732,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6735,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6736,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6737,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6738,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6739,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6752,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6753,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6755,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6756,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6759,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6760,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6761,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6762,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6763,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6776,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6777,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6779,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6780,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6783,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6784,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6785,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6786,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6787,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6800,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6801,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6803,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6804,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6807,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6808,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6809,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6810,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6811,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6824,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6825,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6827,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6828,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6831,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6832,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6833,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6834,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6835,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6848,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6849,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6851,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6852,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6855,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6856,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6857,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6858,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6859,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6872,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6873,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6875,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6876,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6879,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6880,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6881,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6882,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6883,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6896,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6897,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6899,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6900,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6903,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6904,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6905,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6906,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6907,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6920,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6921,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6923,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6924,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6927,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6928,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6929,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6930,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6931,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6944,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6945,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6947,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6948,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6951,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6952,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6953,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6954,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6955,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6968,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6969,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6971,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6972,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6975,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
6976,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
6977,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
6978,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
6979,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
6992,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
6993,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
6995,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
6996,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
6999,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7000,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7001,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7002,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7003,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7016,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7017,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7019,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7020,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7023,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7024,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7025,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7026,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7027,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7040,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7041,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7043,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7044,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7047,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7048,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7049,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7050,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7051,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7064,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7065,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7067,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7068,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7071,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7072,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7073,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7074,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7075,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7088,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7089,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7091,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7092,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7095,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7096,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7097,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7098,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7099,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7112,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7113,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7115,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7116,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7119,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7120,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7121,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7122,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7123,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7136,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7137,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7139,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7140,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7143,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7144,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7145,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7146,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7147,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7160,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7161,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7163,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7164,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7167,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7168,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7169,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7170,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7171,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7184,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7185,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7187,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7188,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7191,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7192,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7193,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7194,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7195,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7208,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7209,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7211,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7212,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7215,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7216,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7217,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7218,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7219,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7232,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
7233,Ruffino Moscato d'Asti 2023,Italy,Moscato d'Asti,4.2,2925,15,0.28,Budget
7235,Ruffino Moscato d'Asti,Italy,Moscato d'Asti,4.2,2925,17,0.24,Budget
7236,Ruffino Moscato d'Asti 2024,Italy,Moscato d'Asti,4.2,2925,18,0.23,Budget
7239,Sella & Mosca Alghero Torbato Spumante Brut 2021,Italy,Alghero,3.7,2923,40,0.09,Budget
7240,Tavernello Rubicone Sangiovese 2024,Italy,Rubicone,3.3,2922,10,0.34,Budget
7241,Ruggeri Quartese Valdobbiadene Prosecco Superiore Brut,Italy,Conegliano-Valdobbiadene Prosecco Superiore,4.0,2922,22,0.18,Budget
7242,Fantinel Tenuta Sant'Helena Pinot Grigio 2023,Italy,Collio,3.6,2920,27,0.13,Budget
7243,Monte Degli Angeli Collezione del Barone Barolo 2021,Italy,Barolo,4.0,2920,30,0.13,Budget
7256,Zeni Amarone della Valpolicella Classico Barriques 2019,Italy,Amarone della Valpolicella Classico,4.4,2927,60,0.07,Budget
